time,x_1,y_1,psi_1,phi_1,v_1,x_2,y_2,psi_2,phi_2,v_2
2.42,28.850918830421875,4.016739062323132,-0.17917455224770845,-0.30254361571547284,12.109537398176078,21.149092685018466,-4.016721894345746,2.962408287837598,-0.3026164676529569,12.109535048847373
2.44,29.089035410773775,3.9725264328445986,-0.18358570355543197,-0.2658106003519681,12.109321042418337,20.910976591407852,-3.972506843160337,2.9579967518216654,-0.2658326673726978,12.109319219883716
2.46,29.326976529713978,3.927398636846657,-0.18743329931353547,-0.23314877739566758,12.109138496749674,20.673035957194394,-3.927376631327187,2.9541491807746683,-0.2331473097573052,12.10913719363889
2.48,29.564762084753397,3.881474061250818,-0.19078541074252753,-0.2040061214855071,12.10898806964382,20.435250881244098,-3.881449663621688,2.950797169517134,-0.20400017926399827,12.10898723127758
2.5,29.802410366868575,3.8348569263249535,-0.193700734452734,-0.17802020154923331,12.10886692267378,20.19760307861952,-3.8348301318161675,2.947881825898003,-0.17802138499207706,12.108866466101649
2.52,30.03993805803846,3.7876389721981343,-0.19623111686804506,-0.15491500864423846,12.108771538027419,19.960075876806002,-3.7876097332214793,2.9453512426636586,-0.15492710496470077,12.108771370815397
2.54,30.27736024681095,3.7399008097305155,-0.198422910573592,-0.13445285643793284,12.108698100655214,19.722654194325216,-3.7398690488398527,2.9431591215834625,-0.13447269773151832,12.108698139843058
2.56,30.514690470707038,3.691713082970586,-0.20031772224041686,-0.1164111289771011,12.1086428001647,19.48532449469606,-3.691678720701588,2.94126397355458,-0.11643160935667503,12.108642992890434
2.58,30.75194078471072,3.6431375125328977,-0.20195287726004224,-0.1005740994644493,12.108602059918173,19.248074716588476,-3.643100500164636,2.9396286118126396,-0.10058673142666226,12.10860238862173
2.6,30.989121851587463,3.5942278550400135,-0.20336174362863885,-0.08673070680416373,12.108572694671745,19.01089418430683,-3.5941882034127186,2.93821979039234,-0.0867279569485634,12.108573168080719
2.62,31.226243048177093,3.5450307956559812,-0.20457399055487924,-0.07467512961730889,12.108551990649737,18.773773504318353,-3.5449885914959545,2.9370079092507044,-0.07465268461356502,12.108552627254895
2.64,31.463312580449823,3.495586775741068,-0.20561584414401846,-0.06420989524271485,12.108537714901196,18.53670445363218,-3.4955421821356896,2.9359667444847117,-0.0641675635936355,12.10853853606824
2.66,31.700337600435258,3.4459307500372933,-0.206510371054216,-0.055149952643994915,12.108528088459968,18.299679865328702,-3.4458839955746634,2.9350731837441058,-0.055090510923482536,12.108529117209823
2.68,31.93732432067045,3.3960928728182567,-0.20727776788477478,-0.047324685508756494,12.108521748464378,18.062693515626314,-3.3960442349209785,2.9343069599883806,-0.04725245560683744,12.108522999035962
2.7,32.17427812327862,3.34609911685139,-0.2079356373344176,-0.040578242838359084,12.108517684427817,17.82574001582451,-3.3460489014141506,2.933650384269469,-0.040498536050812516,12.108519153965757
2.72,32.4112036608627,3.2959718252266463,-0.20849926647518402,-0.034770445808407914,12.108515157151881,17.588814711353834,-3.2959203458949013,2.9330880818605993,-0.03468866982898704,12.108516834954338
2.74,32.6481049480558,3.245730197933305,-0.20898189838250034,-0.029776899780331868,12.108513635641726,17.351913589294256,-3.245677758927342,2.9326067371496887,-0.02969753505525063,12.108515513701288
2.7600000000000002,32.88498544374045,3.1953907186363306,-0.20939498171450954,-0.025487979795394747,12.108512750371412,17.115033194914428,-3.195337603075648,2.932194852224851,-0.02541407214003853,12.108514827652444
2.7800000000000002,33.12184812425596,3.1449675277983173,-0.20974839517997557,-0.02180750713584654,12.108512253125024,16.87817055729449,-3.1449139916624875,2.931842522895105,-0.0217406353191781,12.108514533997505
2.8000000000000003,33.358695548100975,3.094472747908233,-0.2100506482946353,-0.018651432570927773,12.108511982920989,16.64132312363214,-3.094419018806032,2.931541234435163,-0.018591923202832872,12.108514474937234
2.82,33.59552991277779,3.043916766144767,-0.21030906005952382,-0.015946568250051894,12.108511838963235,16.404488701649747,-3.0438630457379343,2.9312836780385365,-0.015893795985466436,12.108514550531103
2.84,33.8323531044973,2.9933084794103135,-0.21052991708317648,-0.01362937961908526,12.10851176032733,16.167665409374628,-2.9932549483490622,2.931063587878291,-0.013582064568267212,12.108514698837851
2.86,34.06916674148937,2.9426555063129083,-0.21071861257465074,-0.011644843498016328,12.108511711443876,15.930851631523424,-2.9426023306838167,2.9308755978974497,-0.01160131171050917,12.108514881664329
2.88,34.30597221165969,2.8919643703339735,-0.21087976758220614,-0.009945376931919875,12.108511672253778,15.694045981717942,-2.891911708761029,2.930715116947037,-0.00990378426795662,12.108515075129498
2.9,34.54277070530258,2.8412406580611873,-0.2110173359532391,-0.008489848107083633,12.108511631879715,15.457247269817064,-2.8411886687059096,2.930578220632681,-0.008448377535803757,12.108515262958994
2.92,34.779563243521764,2.7904891559623866,-0.21113469469411458,-0.007242685133487318,12.1085115847478,15.220454473691603,-2.7904380027562583,2.930461558131872,-0.007199721107053691,12.108515432336842
2.94,35.01635070293865,2.7397139687410452,-0.21123472155131806,-0.006173093602143031,12.10851152829275,14.983666714843876,-2.739663826300497,2.9303622722787708,-0.006127366210238369,12.108515571027917
2.96,35.25313383719045,2.688918621884459,-0.2113198616144238,-0.005254382962916902,12.108511461624989,14.746883237320215,-2.688869678715491,2.930277931303138,-0.005205070334252842,12.10851566621217
2.98,35.48991329564974,2.638106150628028,-0.21139218456783393,-0.004463391861203113,12.108511384758835,14.510103389440404,-2.6380586104266555,2.930206470762724,-0.004410170559227419,12.108515703933337
