time,x_1,y_1,psi_1,phi_1,v_1,x_2,y_2,psi_2,phi_2,v_2,x_3,y_3,psi_3,phi_3,v_3,x_4,y_4,psi_4,phi_4,v_4
0.0,75.0,40.0,1.5777654447923261e-31,0.0,11.999999999920927,100.0,40.0,1.4903143074640319e-31,0.0,11.999999999920927,100.0,-40.0,-1.5980892719203032e-32,0.0,11.999999999920927,75.0,-40.0,1.6035292716968126e-30,0.0,11.999999999920927
0.1,76.19819322768183,39.94530685237043,-0.04561468663938599,-0.5087494673171084,11.994408472068509,101.19819322768207,39.94530685237078,-0.04561468663908669,-0.5087494673143949,11.994408472070688,101.19916564764706,-39.967734794355586,0.02689988875824176,0.31779212434862536,11.995996389967038,76.199165647647,-39.96773479435607,0.026899888757842532,0.31779212434420634,11.995996389966475
0.2,77.38959885317985,39.809324570325224,-0.11364423088221026,-0.6936966453478359,11.991407523451043,102.38959885317995,39.80932457032495,-0.11364423088273883,-0.6936966453537896,11.991407523450338,102.39671952275073,-39.89869389198998,0.05758785841348058,0.3589853327469473,11.995423832536112,77.39671952275062,-39.898693891990376,0.057587858413551275,0.3589853327519674,11.995423832535492
0.30000000000000004,78.56881091096402,39.59194951616428,-0.18229279856149155,-0.698128441766925,11.990800599709976,103.56881091096398,39.59194951616338,-0.18229279856202113,-0.6981284417669252,11.990800599709807,103.59106601694283,-39.787701028511584,0.09266572555314048,0.40517416487687746,11.994927935348631,78.59106601694246,-39.787701028509936,0.09266572555485936,0.4051741648938782,11.994927935347944
0.4,79.73028882430332,39.29420700420794,-0.25094424860160336,-0.6981300312904998,11.990335882326905,104.73028882430316,39.29420700420642,-0.25094424860213127,-0.6981300312904999,11.9903358823272,104.7798684483427,-39.628420978525675,0.13319040311070213,0.46002295694179157,11.994254256964513,79.77986844834139,-39.62842097851773,0.1331904031160061,0.46002295697695755,11.994254256963684
0.5,80.86856044531359,38.917503013334816,-0.31959847962037835,-0.6981305622914438,11.989863132020279,105.86856044531326,38.91750301333269,-0.31959847962090365,-0.6981305622914439,11.989863132020739,105.95943053867558,-39.41159449277441,0.18179006855555108,0.5361121047049802,11.993249975035758,80.9594305386711,-39.41159449274995,0.18179006856958027,0.5361121047837671,11.993249975034344
0.6000000000000001,81.9782605475808,38.463616507802655,-0.3882556346758171,-0.698130826422038,11.989358933390776,106.97826054758028,38.463616507799934,-0.38825563467634083,-0.698130826422038,11.989358933391053,107.12109919539645,-39.11442819352947,0.250439249497251,0.6981309367546995,11.990754258806804,82.12109919538797,-39.11442819348873,0.25043924951123486,0.6981309367544363,11.990754258808314
0.7000000000000001,83.054163047706,37.934688760576776,-0.4569155945833555,-0.6981309831091648,11.988872970963202,108.05416304770519,37.9346887605735,-0.4569155945838798,-0.6981309831091649,11.988872970963103,108.25959405867626,-38.738290727809044,0.3190914174661348,0.6981297677249672,11.990204111585967,83.2595940586625,-38.738290727752386,0.3190914174801197,0.6981297677249685,11.99020411158581
0.8,84.09120118563943,37.33321435887134,-0.5255782248286703,-0.6981310857004865,11.988409215187158,109.09120118563825,37.33321435886754,-0.5255782248291975,-0.6981310857004865,11.988409215186651,109.36954665070178,-38.28495959134845,0.3877471768392481,0.6981305098561815,11.989594969799478,84.36954665068161,-38.28495959127629,0.38774717685323684,0.6981305098561823,11.989594969798826
0.9,85.08449417673474,36.66202779092207,-0.5942431865449671,-0.6981311571498507,11.988003899312107,110.08449417673313,36.66202779091779,-0.5942431865454991,-0.6981311571498507,11.988003899311266,110.4457273883363,-37.756575133745734,0.45640653381901025,0.6981308318270655,11.988974579528879,85.44572738830863,-37.756575133658565,0.45640653383300656,0.698130831827066,11.988974579527579
1.0,86.02936867015319,35.92429027691697,-0.6629100172486236,-0.6981312089723526,11.98767887321424,111.02936867015109,35.92429027691225,-0.6629100172491619,-0.6981312089723527,11.98767887321315,111.48307053827563,-37.15562925037026,0.5250692200062496,0.6981310085794117,11.988397578949597,86.48307053823937,-37.15562925026866,0.5250692200202567,0.698131008579412,11.9883975789477
1.1,86.92137471101674,35.123479070393685,-0.7315785516905381,-0.6981312475710124,11.987382388357286,111.92137471101412,35.12347907038856,-0.7315785516910837,-0.6981312475710124,11.987382388356009,112.47668105974284,-36.484962261477705,0.5937357603088885,0.6981311189383579,11.987727382684687,87.47668105969697,-36.484962261362305,0.5937357603229098,0.6981311189383582,11.98772738268224
1.2000000000000002,87.75631308019724,34.263366811296,-0.8002484805451245,-0.6981312768003595,11.987139685525715,112.75631308019405,34.26336681129052,-0.8002484805456779,-0.6981312768003596,11.987139685524367,113.42189991415214,-35.747724462375594,0.6624046482469463,0.698131193497643,11.987319361955867,88.42189991409569,-35.74772446224711,0.6624046482609848,0.6981311934976432,11.987319361952883
1.3,88.53025130848316,33.34800692400837,-0.8689196329506218,-0.6981312990793266,11.986926646432954,113.53025130847936,33.34800692400255,-0.8689196329511827,-0.6981312990793267,11.986926646431622,114.31426382338137,-34.9474006008641,0.7310765693160125,0.6981312462573386,11.986791186666006,89.31426382331342,-34.947400600723284,0.7310765693300691,0.6981312462573388,11.986791186662824
1.4000000000000001,89.23953965840187,32.38171832630391,-0.9375922331702112,-0.6981313159816273,11.986674339391907,114.23953965839745,32.38171832629778,-0.9375922331707791,-0.6981313159816273,11.986674339390705,115.14957840140066,-34.08775731177685,0.7997507565626422,0.6981312848592808,11.986396574769918,90.14957840132038,-34.087757311624515,0.7997507565767179,0.6981312848592809,11.986396574766587
